CAT 040 R EP,"Gentle People, The",Journey Remixes,Rephlex,"12""",5,1995,54935,Electronic,,,,
CAT 075 EP,Cylob,Living In The 1980s / Sex Machine,Rephlex,"12""",3,1999,25755,Electronic,,,,
CAT 100 LP,Various,The Braindance Coincidence,Rephlex,"2xLP, Comp, Album",4,2001,4073,Electronic,,,,
cat 102 ep,Bogdan Raczynski,Ibiza Anthems Vol. 4,Rephlex,"12"", EP",3,1999,39173,Electronic,,,,
cat 124 ep,Astrobotnia,II,Rephlex,"12"", EP",3,2002,39627,Electronic,,,,
Rhymes003,Mazzy Star,Seasons Of Your Day,Rhymes Of An Hour Records,"CD, Album",,2013,4938512,Rock,2013-09-29 09:01:29,,,
RBN009,Lower Dens,Nootropics,Ribbon Music,"2xLP, Album",4,2012,3593973,Rock,2012-06-08 06:47:06,Mint (M),Mint (M),
RR023,Hood / Themselves,You Shins Break My Heart / P.U.S.H.,Rocket Racer,"7"", Ltd, Pic",5,2004,325997,Hip Hop,,,,
RTRACD503,Taken By Trees,East Of Eden,Rough Trade,"CD, Album, Enh",4,2009,1938448,Folk,2010-10-25 10:16:21,,,
RTRADCD573,Antony And The Johnsons,Swanlights,Rough Trade,"CD, Album, Enh",4,2010,2458628,Folk,2010-10-17 06:12:52,,,
RTRADCD616,Alela Diane,Alela Diane & Wild Divine,Rough Trade,"CD, Album",4,2011,2811917,Folk,2011-10-16 04:03:22,,,
RTRADE-CD031,"Hope Sandoval & Warm Inventions, The",Bavarian Fruit Bread,Rough Trade,"CD, Album",5,2001,529468,Folk,,,,
RTRADECD014,"Moldy Peaches, The",The Moldy Peaches,Rough Trade,"CD, Album, RE",4,2001,750034,Rock,2010-06-13 06:29:30,,,
RTRADLP 463,Antony And The Johnsons,Another World,Rough Trade,"12"", EP",5,2008,1523426,Folk,2009-10-05 04:28:53,,,
RUMBLE LP1,Mind Over Rhythm / Plaid,Mind Over Rhythm Meets The Men From Plaid On The Planet Luv,Rumble Records,"4x10"", Album",3,1994,102843,Electronic,,,,
RH104-12a,Kenny Larkin Presents Pod,The Vanguard EP,Rush Hour Recordings,"12"", EP, Comp",4,2005,567076,Techno,,,,
RH104-12b,Kenny Larkin,Azimuth EP,Rush Hour Recordings,"12"", EP, Comp",4,2006,629276,Techno,,,,
none,Alela Diane,About Farewell,"Rusted Blue Records, Believe Recordings","CDr, Album, Promo, Copy Prot.",4,2013,4641257,Folk,2013-07-17 01:29:25,,,
S7 2078,Instant Funk,I Got My Mind Made Up (You Can Get It Girl),Salsoul Records,"7""",3,1978,431875,Funk,,,,
SANCD433,PhotekProductions*,Form&FunctionVol2,Sanctuary Records,"CD, Album",3,2007,1153672,"Rave, Jungle & Drum'n'bass",2010-01-21 03:46:34,,,
SCH 003,Push Button Objects,Cash,Schematic,"12"", EP, RP, TDR",4,1997,202,Hip Hop,,,,
SCH 005,Richard Coleman Devine*,Richard Coleman Devine EP,Schematic,"12"", EP, Cle",4,1998,1364,Electronic,,,,
SCH 023,Richard Devine,Asect:Dsect,Schematic,"2x12"", Album",3,2003,230758,Electronic,,,,
QEDLP 1,Photek,Modus Operandi,Science,"3x12"", Album",5,1997,14404,"Rave, Jungle & Drum'n'bass",,,,
QEDT 2,Photek,Ni - Ten - Ichi - Ryu,Science,"12""",5,1997,11795,"Rave, Jungle & Drum'n'bass",,,,
QEDT5,Source Direct,Capital D. / Enemy Lines,Science,"12""",5,1997,835,"Rave, Jungle & Drum'n'bass",,,,
SO 001,Kettel,Through Friendly Waters,Sending Orbs,"CD, Album, Ltd",2,2005,368271,Electronic,,,,
NEET 1019,Curtis Mayfield,Move On Up,Sequel Records,"12""",5,2000,264253,Funk,,,,
S12DJ-046,James Brown,Soul Power Parts 1&2 / Give It Up Or Turn It Loose,Simply Vinyl (S12),"12""",5,2001,142898,Funk,,,,
S12DJ106,Sueno Latino*,Sueno Latino,Simply Vinyl (S12),"12"", RE",4,2003,210077,Techno,,,,
92-3883-1,Talking Heads,Speaking In Tongues,Sire,"LP, Album",4,1983,659942,"Disco, No-Wave & Pop",,,,
SRK 6095 NP,Talkingheads*,Remain In Light,Sire,"LP, Album",4,1980,1311568,"Disco, No-Wave & Pop",2010-06-06 04:24:40,,,
WBN 17.743,Talking Heads,Once In A Lifetime,Sire,"7"", Single",5,1980,295042,"Disco, No-Wave & Pop",,,,
KMAS005,Team Doyobi,Demons To Diamonds,Skam,"7"", Whi",4,2001,43828,Electronic,,,,
SKA008,Boards Of Canada,Hi Scores,Skam,"12"", EP",4,1996,236,Electronic,,,,
SKA016,Team Doyobi,Push Chairs For Grown Ups,Skam,"12""",4,2000,54988,Electronic,,,,
SKA017,Passarani*,Phonok (Remixes),Skam,"12""",4,2001,25117,Electronic,2010-06-05 03:15:09,,,
SKA020,Gescom,ISS:SA,Skam,"12""",4,2003,135917,Electronic,,,,
SKA021,Quinoline Yellow,Cyriack Parasol,Skam,"12"", EP",3,2003,191802,Electronic,,,,
"60454-1, SOLAR 9 60454-1",Midnight Star,Headlines,"Solar, Solar","LP, Album",3,1986,422480,"Disco, No-Wave & Pop",,,,
SOMA 214,"Black Dog, The",Virtual,Soma Quality Recordings,"12"", RM",5,2007,881990,Techno,,,,
SJR LP236-VOL.1,Various,Invasion Of The Mysteron Killer Sounds Vol.1,Soul Jazz Records,"2xLP, Comp",3,2011,2971428,Electronic,2011-09-29 03:51:49,,,
SNDWLP020,Various,"Nigeria Special: Volume 2  Modern Highlife, Afro Sounds & Nigerian Blues 1970-6",Soundway,"3xLP, Comp",5,2010,2162400,World,2010-06-06 04:07:34,,,
SOU001LP,Laura Gibson,Beasts Of Season,Souterrain Transmissions,"LP, Album, RE",4,2009,1955792,Folk,2012-05-06 04:24:09,,,
Sou009,CocoRosie,Grey Oceans,Souterrain Transmissions,"CD, Album, Dig",4,2010,2242600,Folk,2010-05-18 06:15:29,,,
1768438,Spiritualized+*,Soul On Fire,Spaceman Records,"7"", Single, Red",5,2008,1348139,Rock,2011-07-29 04:10:23,,,
"OPM001CD, 74321882242",Spiritualized®*,Let It Come Down,"Spaceman Records, Arista","CD, Album",4,2001,380724,Rock,2011-11-07 03:23:48,,,
"OPM015CD, SANCD214",Spiritualized,Amazing Grace,"Spaceman Records, Sanctuary Records","CD, Album",4,2003,607787,Rock,2011-11-07 03:24:26,,,
"SPOONSA26, 9317-2",Can,Flow Motion,"Spoon Records, Mute, The Grey Area","SACD, Hybrid, Album, RE, RM",5,2006,1481979,Rock,,,,
STH 2150,Various,Peanut Butter Wolf Presents Chrome Children,Stones Throw Records,"2xLP, Comp",4,2006,798798,Hip Hop,2010-06-05 09:17:12,,,
SFRLP138,Orb*,The Peel Sessions,Strange Fruit,"12"", Album",4,1996,9120,Electronic,,,,
SBR  510,Various,Ultimate Breaks & Beats,Street Beat Records,"LP, Comp, Unofficial",4,1986,179522,Funk,,,,
STRUTLP 002,Various,DJ Pogo Presents Block Party Breaks,Strut,"2xLP, Comp",5,1999,61504,Funk,,,,
!K7087EP,Funkstörung,Multiple Grammy Winners,Studio !K7,"12""",3,2000,11409,Electronic,2010-06-05 03:11:00,,,
!K7262EP,Kode9,You Don't Wash,Studio !K7,"12""",3,2010,2351834,Electronic,2011-08-06 09:34:39,,,
SP 970,Father John Misty,Fear Fun,Sub Pop,"LP, Album",3,2012,3582159,Rock,2012-09-02 13:11:38,,,
SH-542,Sugarhill Gang,Rapper's Delight,Sugar Hill Records,"12""",5,1979,1129281,Hip Hop,2010-06-06 05:05:28,,,
NEET 1004,Trouble Funk,Pump Me Up / Drop The Bomb,"Sugar Hill Records, Sequel Records","12""",4,1999,103007,Funk,,,,
SALSA 12 036,"Salsoul Orchestra, The",It's Good For The Soul / Getaway,Suss'd Records,"12""",3,2004,310940,Funk,,,,
SYNTH 003,Metal Heads*,Terminator,Synthetic,"12""",5,1992,32034,"Rave, Jungle & Drum'n'bass",2013-12-07 05:42:26,,,
TKR 6028,"Jimmy ""Bo"" Horne",Dance Across The Floor,T.K. Records,"7"", Single",2,1978,564040,Funk,,,,
"TABA 4626, A-4626","S.O.S. Band, The",Just The Way You Like It (Long Edit),"Tabu Records, Tabu Records","7"", Single",3,1984,1912722,"Disco, No-Wave & Pop",2010-04-08 03:53:24,,,
"TLXX 21, 574 201-1",Reprazent - Roni Size*,Share The Fall,"Talkin' Loud, Mercury","12""",4,1997,25047,"Rave, Jungle & Drum'n'bass",2010-06-06 06:37:02,,,
546 137-2,Innerzone Orchestra,Programmed,"Talkin' Loud, Planet E","CD, Album, P/Mixed",5,1999,9922,Electronic,2010-03-15 05:33:09,,,
"105 029, 105 029-100",OMD*,Genetic Engineering,"Telegraph (2), Telegraph (2), Virgin, Virgin","7"", Single",4,1983,484322,"Disco, No-Wave & Pop",2010-04-18 01:50:25,,,
TB 1,Dillinja,Weapon Of Choice / The Fuse,Test Blue,"12""",3,1998,7021,"Rave, Jungle & Drum'n'bass",,,,
TEST 5,Lemon D,Static / Rapture,Test Recordings,"12""",3,1998,9858,"Rave, Jungle & Drum'n'bass",,,,
Test. 3,Dillinja,Tronik Funk / Thugs,Test Recordings,"12""",3,1998,5050,"Rave, Jungle & Drum'n'bass",,,,
TEXT018,Four Tet,Pink,Text Records,"8xFile, FLAC, Album",4,2012,3812351,Electronic,2012-11-27 09:28:27,,,
"TICK001LP, none",Radiohead,The King Of Limbs,"Ticker Tape Ltd., XL Recordings, TBD Records, Hostess Entertainment Unlimited","LP, Album",4,2011,2788860,Rock,2011-07-28 03:12:19,,,
TLR1001,Jackson Sisters,I Believe In Miracles,Tiger Lily Records,"12""",5,0,98196,Funk,,,,
TODO 002,David Byrne & Brian Eno,Everything That Happens Will Happen Today,Todomundo,"CD, Album",5,2008,1549146,Rock,2012-03-27 14:05:49,,,
TB 823,Afrika Bambaataa & The Soul Sonic Force* Music By Planet Patrol,Planet Rock,Tommy Boy,"12"", Bab",5,1982,2047,Hip Hop,,,,
TB 918,Stetsasonic,Talkin' All That Jazz,Tommy Boy,"12""",4,1988,56130,Hip Hop,,,,
TN 0403,Duvelduvel,Krime Poku EP,TopNotch,"12"", EP",3,2004,1232393,Hip Hop,2010-04-07 01:30:14,,,
TO:46,Biosphere,Cirque,Touch,"CD, Album, Dig",5,2000,5683,Ambient,,,,
TO:53,Fennesz,Venice,Touch,"CD, Album, Dig",5,2004,252767,Avantgarde,2010-10-08 01:08:40,,,
TO:55,Biosphere,Shenzhou,Touch,"CD, Album",5,2002,74326,Ambient,,,,
TO:66 CD,Biosphere,Dropsonde,Touch,"CD, Album",5,2006,586982,Ambient,,,,
TO:76,Fennesz,Black Sea,Touch,"CD, Album, Dig",5,2008,1496410,Avantgarde,,,,
Tone 32,"Fennesz, Sakamoto*",Cendre,Touch,"CD, Album",5,2007,953777,Avantgarde,2011-11-06 04:56:40,,,
TG253,CocoRosie,La Maison De Mon Rêve,Touch And Go,"LP, Album",5,2004,529278,Folk,2009-09-02 06:42:41,,,
tg281cd,CocoRosie,Noah's Ark,Touch And Go,"CD, Album",4,2005,515010,Folk,,,,
TG314CD,CocoRosie,The Adventures Of Ghosthorse And Stillborn,Touch And Go,"CD, Album",4,2007,950920,Folk,2009-09-02 06:39:52,,,
TG333,CocoRosie,"God Has A Voice, She Speaks Through Me",Touch And Go,"7"", Single, Pic, Ltd",5,2008,1385045,Folk,2010-05-18 05:46:59,,,
toy 8,Abfahrt Hinwil,Logatech E.P.,Toytronic,"10"", EP, Pic",3,2001,7138,Electronic,,,,
613 003,"Jimi Hendrix Experience, The",Axis: Bold As Love,Track Record,"LP, Album, Gat",5,1967,1197114,Rock,2010-04-07 01:30:46,,,
MS 6,Rhythim Is Rhythim,It Is What It Is,Transmat,"12""",5,1988,4686,Techno,,,,
"MS-17, MS-18",Dark Comedy,Corbomite Maneuver EP,"Transmat, Transmat","12"", EP",3,1992,3302,Techno,,,,
TOV 12008,Just Jungle,Sky,Trouble On Vinyl,"12""",5,1995,240268,"Rave, Jungle & Drum'n'bass",,,,
TOV LP 01,Various,Code Of The Streets,Trouble On Vinyl,"4x12"", Comp",3,1997,839309,"Rave, Jungle & Drum'n'bass",,,,
TMU 153,Jana Hunter / Devendra Banhart,Jana Hunter / Devendra Banhart,Troubleman Unlimited,LP,4,2005,626522,Folk,2009-09-17 15:48:07,,,
TVT 4810-1,AFX*,Analogue Bubblebath,TVT Records,"12""",5,1994,40746,Electronic,,,,
TN 077,Voice Of The Seven Woods,Voice Of The Seven Woods,Twisted Nerve,"LP, Album",5,2007,1054113,World,2009-09-02 05:36:47,,,
UR-052,Timeline (2),Return Of The Dragons,Underground Resistance,"12""",5,2004,872849,Techno,,,,
SPEC-1462,Man Parrish,"Hip Hop, Be Bop (Don't Stop) / Heatstroke",Unidisc,"12""",4,0,115087,Electronic,,,,
SPEC-1463,Man Parrish / Two Sisters,Boogie Down / Destiny,Unidisc,"12"", RE",5,0,136759,"Disco, No-Wave & Pop",,,,
SPEC-1714,Newcleus,Jam On Revenge (Wikkie Wikkie Song),Unidisc,"12""",5,1994,125420,Electronic,,,,
UAS 29.521,War,Deliver The Word,United Artists Records France,"LP, Album",4,1973,1477081,Funk,2010-06-06 05:32:37,,,
B0014023-01,Erykah Badu,New Amerykah Part Two: Return Of The Ankh,Universal Motown,"2xLP, Album, Gat",4,2010,2229427,Soul,2011-07-15 11:37:04,,,
LP 0115,Upsetters*,Blackboard Jungle Dub,Upsetter,"LP, Album, RE, Spl",5,0,2511185,Reggae,2011-10-24 05:43:57,,,
URBX 33,Fred Wesley & The JB's,Blow Your Head,Urban (2),"12""",5,1989,229241,Funk,,,,
V 005,Roni Size Featuring D.J. Die*,Size Of Things To Come,V Recordings,"12""",5,1994,5209,"Rave, Jungle & Drum'n'bass",,,,
V-025,DJ Krust*,Warhead (Steppa Mix) / Check Dis Out,V Recordings,"12""",4,1997,9927,"Rave, Jungle & Drum'n'bass",,,,
V-026,Ed Rush & Optical,Funktion / Naked Lunch,V Recordings,"12""",4,1998,1758,"Rave, Jungle & Drum'n'bass",,,,
V006,D.J. Krust*,Jazz Note / Burning,V Recordings,"12""",5,1994,4219,"Rave, Jungle & Drum'n'bass",,,,
V012,Lemon D,I Can't Stop / Change,V Recordings,"12""",4,1996,4221,"Rave, Jungle & Drum'n'bass",,,,
VELPRMX02,Krust,Planet V (The Remixes - Part Two),V Recordings,"2x12""",3,2000,3992,"Rave, Jungle & Drum'n'bass",,,,
"VELP01, VELP001",Various,V Classic,"V Recordings, V Recordings","5x12"", Comp",5,1997,9123,"Rave, Jungle & Drum'n'bass",,,,
VLV 001,Dillinja / Lemon D,Violent Killa / 12.01,Valve Recordings,"12""",3,1997,244,"Rave, Jungle & Drum'n'bass",2010-06-06 06:25:13,,,
VLV 002,Aquarius26/1* / Capone,Dejavu / Bongo Rock,Valve Recordings,"12""",4,1999,1736,"Rave, Jungle & Drum'n'bass",2010-06-06 06:25:52,,,
2304 075,Jimmy Smith,Root Down Live!,Verve Records,"LP, Album",4,1972,2013464,Funk,2010-06-06 05:40:22,,,
V/V6-5046,"Velvet Underground, The",White Light/White Heat,Verve Records,"LP, Album, RP",5,1998,1316194,Rock,2012-07-31 06:36:41,,,
VHF#92,Jack Rose,Kensington Blues,VHF Records,"LP, Album, RE",5,2008,1398761,Folk,2011-08-30 02:58:16,,,
V-002,I-f,Space Invaders Are Smoking Grass,Viewlexx,"12""",3,1997,29228,Electronic,2010-06-07 12:56:57,,,
STORM 22,Eon,Spice,Vinyl Solution,"12""",4,1990,18925,"Rave, Jungle & Drum'n'bass",,,,
105 535,Freeez,I.O.U.,Virgin,"7"", Single",4,1983,1176106,"Disco, No-Wave & Pop",2010-04-08 03:52:06,,,
27006,Klaus Schulze,Timewind,Virgin,"LP, Album, Gat",,1975,289934,Electronic,,,,
28 146 XOT,Tangerine Dream,Stratosfear,Virgin,"LP, Album, Gat",3,1976,59435,Electronic,,,,
"CDV 2722, 7243 8 39433 2 6","Future Sound Of London, The",Lifeforms,"Virgin, Virgin","2xCD, Album",5,1994,8067,Electronic,,,,
"CDV2814, 7243 8 42068 2 6","Future Sound Of London, The",Dead Cities,"Virgin, Virgin","CD, Album",5,1996,8069,Electronic,,,,
"VSCDT 1605, 7243 8 93817 2 6","Future Sound Of London, The",My Kingdom,"Virgin, Virgin","CD, Single, P/Mixed",5,1996,6437,Electronic,,,,
"VST 1484, 7243 8 92377 6 4",FSOL*,Lifeforms,"Virgin, Virgin","12""",5,1994,84484,Electronic,2010-06-05 02:53:28,,,
"7243 8 66493 2 4, ENOCD5",Brian Eno,Discreet Music,"Virgin, Virgin, Astralwerks, Astralwerks","CD, Album, RM, Ori",4,2004,412111,Ambient,2010-10-17 06:14:14,,,
"7243 8 66499 2 8, ENOCD8",Brian Eno,Ambient 4 (On Land),"Virgin, Virgin, Astralwerks, Astralwerks","CD, Album, RE, RM, Ori",5,2004,375955,Ambient,2010-10-16 04:41:12,,,
"VST 1540, 7243 8 92857 6 5, 8 92857 6","Future Sound Of London, The",Far-Out Son Of Lung And The Ramblings Of A Madman,"Virgin, Virgin, Virgin","12""",5,1995,53989,Electronic,,,,
VRS 001 LP,Ed Rush & Optical,Wormhole,Virus Recordings,"5x12"", Album",4,1998,1478,"Rave, Jungle & Drum'n'bass",,,,
TEEX LP1,Various,Trance Europe Express,Volume,"4xLP, Comp, Ltd",4,1993,85763,Electronic,,,,
VE001CD,Various,The Enlightened Family,Voodoo Eros,"CD, Comp",3,2005,2826510,Rock,2011-10-15 10:51:36,,,
522411-2,Devendra Banhart,What Will We Be,Warner Bros. Records,"CD, Album",3,2009,2110611,Folk,2010-02-19 04:56:08,,,
BSK 3463,Zapp,Zapp,Warner Bros. Records,"LP, Album",5,1980,420536,Funk,,,,
925 317-1,Sheila E.,In Romance 1600,"Warner Bros. Records, Paisley Park","LP, Album",3,1985,103764,Funk,,,,
9362-47541-2,Herbie Hancock,Mwandishi,"Warner Bros. Records, Warner Jazz, Warner Strategic Marketing","CD, Album, RE, Dig",4,2001,463068,Jazz,,,,
9878-40034-1,Nirvana,Bleach,Warner Music UK Ltd.,"LP, Album, RE, RM",4,2002,2919666,Rock,2011-09-09 12:48:10,,,
10 WAP 50,"Sabres Of Paradise, The",Wilmot II,Warp Records,"10"", Single",4,1994,28423,Electronic,,,,
10WAP299,Seefeel,Faults,Warp Records,"10"", EP, Ltd",4,2010,2450438,Electronic,2010-09-20 03:40:25,,,
7WAP225,Gravenhurst,Trust,Warp Records,"7"", Single",4,2007,1031214,Rock,2010-04-07 00:50:18,,,
7WAP270,Gonjasufi,Kobwebz/ Speaketh,Warp Records,"7"", Single",4,2010,2164871,Electronic,2010-06-02 01:38:17,,,
7waP296,Jamie Lidell,The Ring,Warp Records,"7"", Single",4,2010,2272783,Soul,2010-08-15 05:30:27,,,
PUP 2 LP,"Black Dog, The",Music For Adverts (And Short Films),Warp Records,"2xLP, Album",5,1996,30737,Electronic,2010-08-19 15:10:03,,,
PUP LP1,"Black Dog, The",Spanners,Warp Records,"2xLP, Album",5,1995,30194,Techno,,,,
WAP 17,LFO,What Is House EP,Warp Records,"12"", EP",5,1992,20840,Techno,,,,
WAP 256,Autechre,Gantz Graf,Warp Records,"12"", EP",4,2002,47027,Electronic,2010-06-03 07:17:47,,,
WAP 38,F.U.S.E.,Train Tracs,Warp Records,"12"", W/Lbl",3,1993,1586329,Techno,2010-06-05 09:28:23,,,
WAP 39 CD,Aphex Twin,On,Warp Records,"CD, EP, Bla",5,1993,3664,Electronic,,,,
WAP 45,Seefeel,Starethrough Ep,Warp Records,"12"", EP",4,1994,28420,Electronic,,,,
WAP 50,"Sabres Of Paradise, The",Wilmot I,Warp Records,"12""",4,1994,14007,Electronic,,,,
WAP 60,Aphex Twin,Ventolin E.P,Warp Records,"12"", EP",5,1995,28448,Electronic,,,,
WAP 63,Aphex Twin,Donkey Rhubarb,Warp Records,"12""",5,1995,13473,Electronic,,,,
WAP 63CD,Aphex Twin,Donkey Rhubarb,Warp Records,"CD, Single",5,1995,3663,Electronic,,,,
WAP 67,AFX*,Hangable Auto Bulb EP,Warp Records,"12"", EP, Ltd",5,1995,136,Electronic,,,,
WAP 69,AFX*,Hangable Auto Bulb EP.2,Warp Records,"12"", EP, Ltd",5,1995,137,Electronic,,,,
WAP 74,Squarepusher,Port Rhombus EP,Warp Records,"12"", EP",5,1996,190,Electronic,,,,
WAP 77,Woodenspoon,Souff Souff,Warp Records,"12"", Ltd",4,1996,138,Electronic,,,,
WAP 78,Aphex Twin,"""Girl/Boy"" E.P.",Warp Records,"12"", EP",5,1996,757,Electronic,,,,
WAP 79,Sympletic,At Long Last,Warp Records,"12""",3,1996,14133,Techno,2010-06-05 09:21:00,,,
WAP 89CD,Autechre,Envane,Warp Records,"CD, EP",4,1997,2504,Electronic,,,,
WAP 91,Rubber Johnny,JamRolyPoly,Warp Records,"12""",3,1997,28696,Electronic,,,,
WAP105,Aphex Twin,Windowlicker,Warp Records,"12"", Single",5,1999,3666,Electronic,,,,
WAP112,Autechre,Peel Session,Warp Records,"12"", EP",4,1999,24546,Electronic,,,,
WAP114,Boards Of Canada,Peel Session,Warp Records,"12"", EP",5,1999,14937,Electronic,,,,
WAP119,Plaid,Peel Session,Warp Records,"12"", EP",3,1999,29074,Electronic,,,,
WAP140,Mira Calix,Peel Session,Warp Records,"12""",3,2000,3695,Electronic,,,,
WAP145,Mira Calix,Prickle,Warp Records,"12""",4,2001,13914,Electronic,,,,
WAP147,Squarepusher,My Red Hot Car,Warp Records,"12"", EP",4,2001,5248,Electronic,,,,
WAP150,Autechre,Peel Session 2,Warp Records,"12""",4,2000,24502,Electronic,2010-06-03 07:18:08,,,
WAP151,Brothomstates,Qtio,Warp Records,"12""",5,2001,20621,Electronic,,,,
WAP156,Prefuse 73,The '92 Vs '02 Collection,Warp Records,"12""",5,2002,35292,Hip Hop,,,,
WAP158,Plaid,P-brane EP,Warp Records,"12"", EP",4,2002,34129,Electronic,,,,
WAP197CD,Jamie Lidell,Multiply,Warp Records,"CD, Single",3,2005,551419,Soul,2010-04-18 01:53:39,,,
WAP228,Flying Lotus,Reset,Warp Records,"12"", EP",5,2007,1055913,Electronic,2010-06-05 09:25:18,,,
WAP231,Harmonic 313,EP1.,Warp Records,"12"", EP, Ltd",3,2008,1214981,Electronic,,,,
WAP308,Flying Lotus,Pattern+Grid World,Warp Records,"12"", EP",3,2010,2448671,Electronic,2010-11-05 07:52:06,,,
WAP313,Hudson Mohawke,Satin Panthers,Warp Records,"12"", EP",4,2011,3018321,Electronic,2011-08-06 09:30:59,,,
WAP319,Battles,Ice Cream,Warp Records,"12"", Single, Ltd, Str",4,2011,2900860,Rock,2011-06-10 05:42:33,,,
WAP320,Bibio,T.O.Y.S.,Warp Records,"12"", Single, Ltd, Pin",5,2011,3021149,Electronic,2011-08-06 09:31:37,,,
WAP505X,Autechre,Move Of Ten (Part 1),Warp Records,"12""",5,2010,2346144,Electronic,2010-07-25 09:49:05,,,
WAP505Y,Autechre,Move Of Ten (Part 2),Warp Records,"12""",5,2010,2348913,Electronic,2010-07-25 09:49:08,,,
WAP54CD,Autechre,Anti EP,Warp Records,"CD, EP",4,1994,158,Electronic,,,,
WAP58,Autechre,Garbage,Warp Records,"12""",5,1995,2498,Electronic,,,,
WAP61,RAC,Doublejointed EP,Warp Records,"12"", EP",3,1995,25562,Techno,,,,
WAP73,Freeform,Prowl,Warp Records,"2x12""",3,1996,3679,Electronic,,,,
WAP94,Aphex Twin,Come To Daddy,Warp Records,"12"", Single",5,1997,3662,Electronic,,,,
wapep7.1,Autechre,EP7.1,Warp Records,"12"", EP",5,1999,24545,Electronic,,,,
WARP CD1,Sweet Exorcist,C.C.C.D,Warp Records,CD,3,1991,548,Techno,,,,
WARP CD131,Jamie Lidell,Multiply,Warp Records,"CD, Album",5,2005,473353,Soul,2010-12-14 06:37:39,,,
WARP CD156,Battles,Mirrored,Warp Records,"CD, Album",5,2007,970848,Rock,2010-06-07 03:40:21,,,
WARP CD16,"Sabres Of Paradise, The",Sabresonic,Warp Records,"CD, Album",3,1993,16466,Electronic,,,,
WARP CD18,Diy*,Strictly 4 Groovers,Warp Records,"CD, Comp",3,1993,13755,House,2010-06-13 06:09:02,,,
WARP CD3,LFO,Frequencies,Warp Records,"CD, Album",4,1991,3649,Techno,,,,
WARP CD4,Nightmares On Wax,A Word Of Science,Warp Records,"CD, Album",3,1991,3602,Techno,,,,
WARP CD6,Various,Artificial Intelligence,Warp Records,"CD, Comp",5,1992,549,Electronic,,,,
WARP LP  23,Various,Artificial Intelligence II,Warp Records,"2xLP, Comp",5,1994,2966,Electronic,,,,
WARP LP  74,Plaid,Trainer,Warp Records,"3xLP, Comp",4,2000,30836,Electronic,,,,
WARP LP 180,Autechre,Untilted,Warp Records,"2xLP, Album",4,2005,426323,Electronic,,,,
WARP LP 36,Nightmares On Wax,Smokers Delight,Warp Records,"2xLP, Album",3,1995,23661,Hip Hop,,,,
WARP LP 67,Various,Warp 10+1 Influences,Warp Records,"4xLP, Comp, Gat",5,1999,30833,Techno,,,,
WARP LP17,Autechre,Incunabula,Warp Records,"2xLP, Album",5,1993,29900,Electronic,,,,
WARP LP37,B12,Time Tourist,Warp Records,"2xLP, Album",5,1996,4683,Techno,,,,
WARP LP3X,LFO,Frequencies,Warp Records,"2xLP, Album, RM, RE",5,2011,3205072,House,2011-11-04 15:20:00,,,
WARP MC  46,Various,Eurowarp,Warp Records,"Cass, Promo",4,1996,13845,Electronic,,,,
WARP MC40,Various,Blech,Warp Records,"Cass, Mixed",3,1995,30565,Electronic,2010-06-07 03:48:01,,,
warpCD 192x,Jamie Lidell,Compass,Warp Records,"2xCD, Album, Ltd",4,2010,2286654,Soul,2010-12-14 06:36:38,,,
WARPCD116,Jimmy Edgar,Color Strip,Warp Records,"CD, Album",5,2006,617228,Electronic,2010-11-03 12:17:12,,,
WARPCD172,Gonjasufi,A Sufi And A Killer,Warp Records,"CD, Album, Dig",4,2010,2173197,Electronic,2010-03-07 03:43:26,,,
WARPCD182,Grizzly Bear,Veckatimest,Warp Records,"CD, Album, Gat",5,2009,1782929,Rock,,,,
WARPCD186,LoneLady,Nerve Up,Warp Records,"CD, Album",4,2010,2165912,Rock,2010-11-07 08:41:30,,,
WARPCD187,Nice Nice,Extra Wow,Warp Records,"CD, Album",5,2010,2222892,Rock,2010-05-31 06:38:18,,,
WARPCD20³,Various,Warp20 (Unheard),Warp Records,"CD, Comp",3,2009,2024532,Electronic,2010-06-13 06:16:44,,,
WARPCD20¹,Various,Warp20 (Recreated),Warp Records,"2xCD, Comp",5,2009,2024521,Electronic,2010-06-13 06:17:52,,,
WARPCD21,Aphex Twin,Selected Ambient Works Volume II,Warp Records,"2xCD, Album",5,1994,3636,Ambient,,,,
WARPCD210,Autechre,Oversteps,Warp Records,"CD, Album",5,2010,2192053,Electronic,2010-03-25 14:14:30,,,
WARPCD26,"Sabres Of Paradise, The",Haunted Dancehall,Warp Records,"CD, Album",4,1994,629,Electronic,,,,
WARPCD72,Squarepusher,Selection Sixteen,Warp Records,"CD, Album",4,1999,6158,"Rave, Jungle & Drum'n'bass",2010-06-05 09:24:28,,,
WARPLP111,Autechre,Draft 7.30,Warp Records,"2xLP, Album",4,2003,130319,Electronic,2010-06-03 07:17:16,,,
WARPLP195,Flying Lotus,Cosmogramma,Warp Records,"2xLP, Album",4,2010,2253877,Electronic,2010-09-02 04:22:19,,,
WARPLP199,Africa HiTech,93 Million Miles,Warp Records,"3x12"", Album",5,2011,2871037,Electronic,2011-07-20 08:54:06,,,
WARPLP21LTD,Aphex Twin,Selected Ambient Works Volume II,Warp Records,"3xLP, Album, Ltd, Num, Bro",5,1994,54978,Ambient,,,,
